Country,categories,2016,2017,2018,2019,2020
IT,"Expenditure on recreation, culture, & religion",0.7693,0.7522,0.778,0.7874,0.8417
IT,Expenditure on recreational & sporting services,0.2663,0.2562,0.2649,0.2726,0.2658
IT,Expenditure on religious & community services,0.0643,0.0602,0.0655,0.0684,0.0751
IT,Expenditure on secondary education,1.7668,1.7863,1.8124,1.8082,1.9029
IT,Expenditure on sickness  & disability,1.7962,1.7692,1.7615,1.7825,2.0175
IT,Expenditure on social protection,20.8771,20.6891,20.6549,21.1182,25.223
IT,Expenditure on street lighting,0.094,0.1074,0.1058,0.1019,0.1096
IT,Expenditure on subsidiary services to education,0.2076,0.2048,0.2037,0.2046,0.2241
IT,Expenditure on survivors,2.6445,2.5907,2.5592,2.5503,2.817
IT,Expenditure on tertiary education,0.3086,0.2941,0.3057,0.3098,0.3328
IT,Expenditure on transport,1.748,1.7282,1.748,1.8393,2.0752
IT,Expenditure on unemployment,1.131,1.0804,1.0715,1.1134,2.5527
IT,Expenditure on waste management,0.6104,0.6023,0.5807,0.5894,0.6372
IT,Expenditure on waste water management,0.0261,0.0271,0.0297,0.0244,0.0286
IT,Expenditure on water supply,0.0751,0.0669,0.0638,0.0596,0.0652
JO,Expenditure,,,,,
JO,"Expenditure on agriculture, fishing, forestry, & hunting",,,,,
JO,Expenditure on biodiversity & landscape protection,,,,,
JO,Expenditure on broadcasting & publishing ,,,,,
JO,Expenditure on civil defense,,,,,
JO,Expenditure on communication,,,,,
JO,Expenditure on community development,,,,,
JO,Expenditure on cultural services,,,,,
JO,Expenditure on defense,,,,,
JO,Expenditure on economic affairs,,,,,
JO,"Expenditure on economic, commercial, & labour affairs",,,,,
JO,Expenditure on education,,,,,
JO,Expenditure on education not definable by level,,,,,
JO,Expenditure on environment protection,,,,,
JO,Expenditure on family & children,,,,,
JO,Expenditure on fire protection services,,,,,
JO,Expenditure on foreign military aid,,,,,
JO,Expenditure on fuel & energy,,,,,
JO,Expenditure on general public services,,,,,
JO,Expenditure on health,,,,,
JO,Expenditure on hospital services,,,,,
JO,Expenditure on housing,,,,,
JO,Expenditure on housing & community amenities,,,,,
JO,Expenditure on housing development,,,,,
JO,Expenditure on law courts,,,,,
JO,"Expenditure on medical products, appliances, & equip",,,,,
JO,Expenditure on military defense,,,,,
JO,"Expenditure on mining, manufacturing, & construction",,,,,
JO,Expenditure on old age,,,,,
JO,Expenditure on outpatient services,,,,,
JO,Expenditure on police services,,,,,
JO,Expenditure on pollution abatement,,,,,
JO,Expenditure on post-secondary non-tertiary education,,,,,
JO,Expenditure on pre-primary & primary education,,,,,
JO,Expenditure on prisons,,,,,
JO,Expenditure on public health services,,,,,
JO,Expenditure on public order & safety,,,,,
JO,"Expenditure on recreation, culture, & religion",,,,,
JO,Expenditure on recreational & sporting services,,,,,
JO,Expenditure on religious & community services,,,,,
JO,Expenditure on secondary education,,,,,
JO,Expenditure on sickness  & disability,,,,,
JO,Expenditure on social protection,,,,,
JO,Expenditure on street lighting,,,,,
JO,Expenditure on subsidiary services to education,,,,,
JO,Expenditure on survivors,,,,,
JO,Expenditure on tertiary education,,,,,
JO,Expenditure on transport,,,,,
JO,Expenditure on unemployment,,,,,
JO,Expenditure on waste management,,,,,
JO,Expenditure on waste water management,,,,,
JO,Expenditure on water supply,,,,,
JP,Expenditure,38.2001,37.8942,37.8677,38.3514,46.7372
JP,"Expenditure on agriculture, fishing, forestry, & hunting",0.8233,0.8532,0.844,0.8613,0.9684
JP,Expenditure on biodiversity & landscape protection,0.0209,0.0198,0.0198,0.0203,0.0153
JP,Expenditure on broadcasting & publishing ,0.0007,0.0006,0.0006,0.0006,0.0007
JP,Expenditure on civil defense,0.0,0.0,0.0,0.0,0.0
JP,Expenditure on communication,0.0392,0.0453,0.0467,0.0549,0.0697
JP,Expenditure on community development,0.4124,0.4114,0.4259,0.4084,0.4304
JP,Expenditure on cultural services,0.2359,0.2384,0.2417,0.2411,0.2614
JP,Expenditure on defense,0.7993,0.877,0.8812,0.8983,0.9117
JP,Expenditure on economic affairs,3.4944,3.4636,3.5041,3.6004,8.6975
JP,"Expenditure on economic, commercial, & labour affairs",0.1172,0.1132,0.1398,0.1597,4.2825
JP,Expenditure on education,3.1309,3.0896,3.0784,3.1242,3.4152
JP,Expenditure on education not definable by level,0.1909,0.1894,0.1938,0.1941,0.2053
JP,Expenditure on environment protection,1.1573,1.1329,1.1133,1.1134,1.2573
JP,Expenditure on family & children,1.759,1.8052,1.8521,1.9424,2.141
JP,Expenditure on fire protection services,0.349,0.3392,0.3449,0.3538,0.376
JP,Expenditure on foreign military aid,0.0,0.0,0.0,0.0,0.0
JP,Expenditure on fuel & energy,0.3319,0.2759,0.2455,0.2172,0.2307
JP,Expenditure on general public services,3.8552,3.6644,3.6365,3.6172,3.6749
JP,Expenditure on health,7.4904,7.5248,7.5513,7.6844,8.6169
JP,Expenditure on hospital services,2.7284,2.7463,2.7948,2.8294,2.8781
JP,Expenditure on housing,0.0037,0.0028,0.0019,0.0009,0.0007
JP,Expenditure on housing & community amenities,0.6693,0.6346,0.6347,0.621,0.6868
JP,Expenditure on housing development,0.2275,0.1949,0.1834,0.1888,0.2336
JP,Expenditure on law courts,0.1017,0.1006,0.102,0.1015,0.1049
JP,"Expenditure on medical products, appliances, & equip",1.2269,1.2404,1.1963,1.2358,1.2589
JP,Expenditure on military defense,0.7818,0.8584,0.8607,0.8779,0.8914
JP,"Expenditure on mining, manufacturing, & construction",0.2277,0.2233,0.2227,0.2447,0.2225
JP,Expenditure on old age,10.7749,10.7805,10.8157,10.8539,11.3934
JP,Expenditure on outpatient services,2.9023,2.9049,2.9267,2.9738,3.02
JP,Expenditure on police services,0.6437,0.6305,0.6476,0.6583,0.6684
JP,Expenditure on pollution abatement,0.0571,0.0574,0.0567,0.0543,0.0463
JP,Expenditure on post-secondary non-tertiary education,0.0,0.0,0.0,0.0,0.0
JP,Expenditure on pre-primary & primary education,0.8689,0.8648,0.8611,0.8917,0.9538
JP,Expenditure on prisons,0.0451,0.0443,0.0446,0.0457,0.047
JP,Expenditure on public health services,0.4552,0.4626,0.4644,0.4764,0.6423
JP,Expenditure on public order & safety,1.2241,1.1919,1.2151,1.2406,1.2882
JP,"Expenditure on recreation, culture, & religion",0.372,0.3753,0.3836,0.4184,0.4084
JP,Expenditure on recreational & sporting services,0.1331,0.1341,0.139,0.1742,0.1438
JP,Expenditure on religious & community services,0.0001,0.0001,0.0001,0.0001,0.0
JP,Expenditure on secondary education,0.9345,0.91,0.8888,0.902,0.9465
JP,Expenditure on sickness  & disability,0.9122,0.9004,0.8703,0.8869,0.9098
JP,Expenditure on social protection,16.0072,15.9403,15.8698,16.0334,17.7804
JP,Expenditure on street lighting,0.0,0.0,0.0,0.0,0.0
JP,Expenditure on subsidiary services to education,0.146,0.1473,0.1462,0.1492,0.1615
JP,Expenditure on survivors,1.5121,1.4743,1.4196,1.4152,1.4784
JP,Expenditure on tertiary education,0.4892,0.4851,0.493,0.5008,0.5923
JP,Expenditure on transport,1.3699,1.3959,1.4126,1.4028,1.6204
JP,Expenditure on unemployment,0.2684,0.2607,0.2709,0.2771,0.9523
JP,Expenditure on waste management,0.491,0.4494,0.4276,0.4254,0.5656
JP,Expenditure on waste water management,0.5218,0.5357,0.5282,0.5264,0.5723
JP,Expenditure on water supply,0.0283,0.0272,0.0239,0.0224,0.0212
KE,Expenditure,,,,,26.2945
KE,"Expenditure on agriculture, fishing, forestry, & hunting",,,,,0.7075
KE,Expenditure on biodiversity & landscape protection,,,,,0.1531
KE,Expenditure on broadcasting & publishing ,,,,,0.0072
KE,Expenditure on civil defense,,,,,0.0
KE,Expenditure on communication,,,,,0.2257
KE,Expenditure on community development,,,,,0.5332
KE,Expenditure on cultural services,,,,,0.0695
KE,Expenditure on defense,,,,,1.3114
KE,Expenditure on economic affairs,,,,,5.4052
KE,"Expenditure on economic, commercial, & labour affairs",,,,,0.4033
KE,Expenditure on education,,,,,4.7123
KE,Expenditure on education not definable by level,,,,,0.0011
KE,Expenditure on environment protection,,,,,0.2201
KE,Expenditure on family & children,,,,,0.0368
KE,Expenditure on fire protection services,,,,,0.0024
KE,Expenditure on foreign military aid,,,,,0.0
KE,Expenditure on fuel & energy,,,,,0.5037
KE,Expenditure on general public services,,,,,8.1654
KE,Expenditure on health,,,,,1.9939
KE,Expenditure on hospital services,,,,,0.4588
KE,Expenditure on housing,,,,,0.0
KE,Expenditure on housing & community amenities,,,,,1.197
KE,Expenditure on housing development,,,,,0.0951
KE,Expenditure on law courts,,,,,0.2765
KE,"Expenditure on medical products, appliances, & equip",,,,,0.029
KE,Expenditure on military defense,,,,,1.3114
KE,"Expenditure on mining, manufacturing, & construction",,,,,0.0097
KE,Expenditure on old age,,,,,0.8514
KE,Expenditure on outpatient services,,,,,0.1373
KE,Expenditure on police services,,,,,1.068
KE,Expenditure on pollution abatement,,,,,0.0127
KE,Expenditure on post-secondary non-tertiary education,,,,,0.0
KE,Expenditure on pre-primary & primary education,,,,,1.8155
KE,Expenditure on prisons,,,,,0.2858
KE,Expenditure on public health services,,,,,0.8642
KE,Expenditure on public order & safety,,,,,1.6414
KE,"Expenditure on recreation, culture, & religion",,,,,0.2111
KE,Expenditure on recreational & sporting services,,,,,0.13
KE,Expenditure on religious & community services,,,,,0.0001
KE,Expenditure on secondary education,,,,,1.403
KE,Expenditure on sickness  & disability,,,,,0.0001
KE,Expenditure on social protection,,,,,1.4367
KE,Expenditure on street lighting,,,,,0.0
KE,Expenditure on subsidiary services to education,,,,,0.0265
KE,Expenditure on survivors,,,,,0.0
KE,Expenditure on tertiary education,,,,,1.2401
KE,Expenditure on transport,,,,,3.4732
KE,Expenditure on unemployment,,,,,0.0
KE,Expenditure on waste management,,,,,0.0221
KE,Expenditure on waste water management,,,,,0.0001
KE,Expenditure on water supply,,,,,0.5629
KG,Expenditure,36.8679,35.8197,32.7105,33.5485,
KG,"Expenditure on agriculture, fishing, forestry, & hunting",0.4967,0.4607,0.5517,0.3177,
KG,Expenditure on biodiversity & landscape protection,0.1816,0.1317,0.1564,0.1207,
KG,Expenditure on broadcasting & publishing ,0.2135,0.1923,0.1834,0.1552,
KG,Expenditure on civil defense,,,,,
KG,Expenditure on communication,0.0316,0.0229,0.0192,0.02,
KG,Expenditure on community development,1.1699,1.1402,1.0244,1.0569,
KG,Expenditure on cultural services,0.3318,0.3057,0.3084,0.3001,
KG,Expenditure on defense,,,,,
KG,Expenditure on economic affairs,5.0684,5.5265,3.3886,4.2218,
KG,"Expenditure on economic, commercial, & labour affairs",0.584,0.4397,0.3319,0.3918,
KG,Expenditure on education,7.6205,7.048,6.5892,6.7316,
KG,Expenditure on education not definable by level,0.0492,0.0531,0.0553,0.0548,
KG,Expenditure on environment protection,0.1962,0.1737,0.169,0.1353,
KG,Expenditure on family & children,1.1627,1.1111,1.1976,1.3919,
KG,Expenditure on fire protection services,,,,,
KG,Expenditure on foreign military aid,,,,,
KG,Expenditure on fuel & energy,0.0086,0.0534,0.0694,0.0045,
KG,Expenditure on general public services,3.4631,3.2612,3.4324,3.3802,
KG,Expenditure on health,3.3729,3.333,3.1084,3.1378,
KG,Expenditure on hospital services,1.4628,1.5737,0.1853,1.4653,
KG,Expenditure on housing,0.0,0.0,0.0,0.0,
KG,Expenditure on housing & community amenities,1.7014,1.7557,1.679,1.3725,
KG,Expenditure on housing development,0.0838,0.0399,0.0438,0.0,
KG,Expenditure on law courts,,,,,
KG,"Expenditure on medical products, appliances, & equip",0.0,0.0,0.892,0.0567,
KG,Expenditure on military defense,,,,,
KG,"Expenditure on mining, manufacturing, & construction",0.0363,0.0462,0.0495,0.0465,
KG,Expenditure on old age,8.203,8.0412,8.1611,8.399,
KG,Expenditure on outpatient services,0.8109,0.9486,1.4866,1.0026,
KG,Expenditure on police services,,,,,
KG,Expenditure on pollution abatement,0.0127,0.0099,0.0113,0.0122,
KG,Expenditure on post-secondary non-tertiary education,0.157,0.1464,0.1421,0.1422,
KG,Expenditure on pre-primary & primary education,0.9446,0.9507,0.9444,0.9909,
KG,Expenditure on prisons,,,,,
KG,Expenditure on public health services,0.3012,0.2843,0.1974,0.1975,
KG,Expenditure on public order & safety,,,,,
KG,"Expenditure on recreation, culture, & religion",1.2434,1.0699,0.831,0.7957,
KG,Expenditure on recreational & sporting services,0.2189,0.1372,0.1996,0.1966,
KG,Expenditure on religious & community services,0.023,0.0208,0.0158,0.0138,
KG,Expenditure on secondary education,4.0906,3.8092,3.6428,3.8078,
KG,Expenditure on sickness  & disability,0.1131,0.1053,0.156,0.1434,
KG,Expenditure on social protection,10.0463,9.7876,10.0315,10.4105,
KG,Expenditure on street lighting,0.0174,0.0069,0.0101,0.0106,
KG,Expenditure on subsidiary services to education,0.2944,0.2765,0.2275,0.2282,
KG,Expenditure on survivors,0.0,0.0,0.0,0.0,
KG,Expenditure on tertiary education,0.9228,0.9054,0.8978,0.9653,
KG,Expenditure on transport,2.7329,3.2673,1.4292,0.5308,
KG,Expenditure on unemployment,0.0192,0.0196,0.0195,0.0189,
KG,Expenditure on waste management,0.0,0.0,0.0,0.0,
KG,Expenditure on waste water management,0.0,0.0,0.0,0.0,
KG,Expenditure on water supply,0.0423,0.1208,0.1644,0.0057,
KH,Expenditure,,,,,
KH,"Expenditure on agriculture, fishing, forestry, & hunting",,,,,
KH,Expenditure on biodiversity & landscape protection,,,,,
KH,Expenditure on broadcasting & publishing ,,,,,
KH,Expenditure on civil defense,,,,,
KH,Expenditure on communication,,,,,
KH,Expenditure on community development,,,,,
KH,Expenditure on cultural services,,,,,
KH,Expenditure on defense,,,,,
KH,Expenditure on economic affairs,,,,,
KH,"Expenditure on economic, commercial, & labour affairs",,,,,
KH,Expenditure on education,,,,,
KH,Expenditure on education not definable by level,,,,,
KH,Expenditure on environment protection,,,,,
KH,Expenditure on family & children,,,,,
KH,Expenditure on fire protection services,,,,,
KH,Expenditure on foreign military aid,,,,,
KH,Expenditure on fuel & energy,,,,,
KH,Expenditure on general public services,,,,,
KH,Expenditure on health,,,,,
KH,Expenditure on hospital services,,,,,
KH,Expenditure on housing,,,,,
KH,Expenditure on housing & community amenities,,,,,
KH,Expenditure on housing development,,,,,
KH,Expenditure on law courts,,,,,
KH,"Expenditure on medical products, appliances, & equip",,,,,
KH,Expenditure on military defense,,,,,
KH,"Expenditure on mining, manufacturing, & construction",,,,,
KH,Expenditure on old age,,,,,
KH,Expenditure on outpatient services,,,,,
KH,Expenditure on police services,,,,,
KH,Expenditure on pollution abatement,,,,,
KH,Expenditure on post-secondary non-tertiary education,,,,,
KH,Expenditure on pre-primary & primary education,,,,,
KH,Expenditure on prisons,,,,,
KH,Expenditure on public health services,,,,,
KH,Expenditure on public order & safety,,,,,
KH,"Expenditure on recreation, culture, & religion",,,,,
KH,Expenditure on recreational & sporting services,,,,,
KH,Expenditure on religious & community services,,,,,
KH,Expenditure on secondary education,,,,,
KH,Expenditure on sickness  & disability,,,,,
KH,Expenditure on social protection,,,,,
KH,Expenditure on street lighting,,,,,
KH,Expenditure on subsidiary services to education,,,,,
KH,Expenditure on survivors,,,,,
KH,Expenditure on tertiary education,,,,,
KH,Expenditure on transport,,,,,
KH,Expenditure on unemployment,,,,,
KH,Expenditure on waste management,,,,,
KH,Expenditure on waste water management,,,,,
KH,Expenditure on water supply,,,,,
KI,Expenditure,78.2381,86.1456,79.2566,111.3214,99.1658
KI,"Expenditure on agriculture, fishing, forestry, & hunting",,,,,
KI,Expenditure on biodiversity & landscape protection,,,,,
KI,Expenditure on broadcasting & publishing ,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on civil defense,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on communication,,,,,
KI,Expenditure on community development,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on cultural services,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on defense,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on economic affairs,23.3353,34.8999,24.5928,50.7747,40.947
KI,"Expenditure on economic, commercial, & labour affairs",,,,,
KI,Expenditure on education,10.0834,10.8103,11.9992,13.5741,12.3525
KI,Expenditure on education not definable by level,,,,,
KI,Expenditure on environment protection,1.5299,1.8202,1.7359,1.8697,1.6288
KI,Expenditure on family & children,,,,,
KI,Expenditure on fire protection services,,,,,
KI,Expenditure on foreign military aid,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on fuel & energy,,,,,
KI,Expenditure on general public services,26.0001,21.1167,21.6882,22.847,26.776
KI,Expenditure on health,11.4635,11.0114,12.222,13.3089,11.004
KI,Expenditure on hospital services,,,,,
KI,Expenditure on housing,,,,,
KI,Expenditure on housing & community amenities,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on housing development,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on law courts,,,,,
KI,"Expenditure on medical products, appliances, & equip",,,,,
KI,Expenditure on military defense,0.0,0.0,0.0,0.0,0.0
KI,"Expenditure on mining, manufacturing, & construction",,,,,
KI,Expenditure on old age,,,,,
KI,Expenditure on outpatient services,,,,,
KI,Expenditure on police services,,,,,
KI,Expenditure on pollution abatement,,,,,
KI,Expenditure on post-secondary non-tertiary education,,,,,
KI,Expenditure on pre-primary & primary education,,,,,
KI,Expenditure on prisons,,,,,
KI,Expenditure on public health services,,,,,
KI,Expenditure on public order & safety,4.6075,5.1587,5.8138,6.5139,5.1344
KI,"Expenditure on recreation, culture, & religion",0.0,0.0,0.0,0.0,0.0
KI,Expenditure on recreational & sporting services,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on religious & community services,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on secondary education,,,,,
KI,Expenditure on sickness  & disability,,,,,
KI,Expenditure on social protection,1.2184,1.3284,1.2047,2.4331,1.323
KI,Expenditure on street lighting,0.0,0.0,0.0,0.0,0.0
KI,Expenditure on subsidiary services to education,,,,,
KI,Expenditure on survivors,,,,,
KI,Expenditure on tertiary education,,,,,
KI,Expenditure on transport,,,,,
KI,Expenditure on unemployment,,,,,
KI,Expenditure on waste management,,,,,
KI,Expenditure on waste water management,,,,,
KI,Expenditure on water supply,0.0,0.0,0.0,0.0,0.0
KR,Expenditure,,,,,
KR,"Expenditure on agriculture, fishing, forestry, & hunting",,,,,
KR,Expenditure on biodiversity & landscape protection,,,,,
KR,Expenditure on broadcasting & publishing ,,,,,
KR,Expenditure on civil defense,,,,,
KR,Expenditure on communication,,,,,
KR,Expenditure on community development,,,,,
KR,Expenditure on cultural services,,,,,
KR,Expenditure on defense,,,,,
KR,Expenditure on economic affairs,,,,,
KR,"Expenditure on economic, commercial, & labour affairs",,,,,
KR,Expenditure on education,,,,,
KR,Expenditure on education not definable by level,,,,,
KR,Expenditure on environment protection,,,,,
KR,Expenditure on family & children,,,,,
KR,Expenditure on fire protection services,,,,,
KR,Expenditure on foreign military aid,,,,,
KR,Expenditure on fuel & energy,,,,,
KR,Expenditure on general public services,,,,,
KR,Expenditure on health,,,,,
KR,Expenditure on hospital services,,,,,
KR,Expenditure on housing,,,,,
KR,Expenditure on housing & community amenities,,,,,
KR,Expenditure on housing development,,,,,
KR,Expenditure on law courts,,,,,
KR,"Expenditure on medical products, appliances, & equip",,,,,
KR,Expenditure on military defense,,,,,
KR,"Expenditure on mining, manufacturing, & construction",,,,,
KR,Expenditure on old age,,,,,
KR,Expenditure on outpatient services,,,,,
KR,Expenditure on police services,,,,,
KR,Expenditure on pollution abatement,,,,,
KR,Expenditure on post-secondary non-tertiary education,,,,,
KR,Expenditure on pre-primary & primary education,,,,,
KR,Expenditure on prisons,,,,,
KR,Expenditure on public health services,,,,,
KR,Expenditure on public order & safety,,,,,
KR,"Expenditure on recreation, culture, & religion",,,,,
KR,Expenditure on recreational & sporting services,,,,,
KR,Expenditure on religious & community services,,,,,
KR,Expenditure on secondary education,,,,,
KR,Expenditure on sickness  & disability,,,,,
KR,Expenditure on social protection,,,,,
KR,Expenditure on street lighting,,,,,
KR,Expenditure on subsidiary services to education,,,,,
KR,Expenditure on survivors,,,,,
KR,Expenditure on tertiary education,,,,,
KR,Expenditure on transport,,,,,
KR,Expenditure on unemployment,,,,,
KR,Expenditure on waste management,,,,,
KR,Expenditure on waste water management,,,,,
KR,Expenditure on water supply,,,,,
KZ,Expenditure,20.4545,22.8772,18.1766,19.5405,24.2765
KZ,"Expenditure on agriculture, fishing, forestry, & hunting",0.934,0.9957,0.7729,1.0017,1.1274
KZ,Expenditure on biodiversity & landscape protection,0.0528,0.0315,0.086,0.0364,0.078
KZ,Expenditure on broadcasting & publishing ,0.0,0.007,0.1146,0.1109,0.1275
KZ,Expenditure on civil defense,0.5207,0.5709,0.6242,0.6022,0.8651
KZ,Expenditure on communication,0.2113,0.1996,0.1166,0.1107,0.1195
KZ,Expenditure on community development,0.7094,0.4344,0.1946,0.2111,0.33
KZ,Expenditure on cultural services,0.3073,0.3822,0.3342,0.2767,0.3447
KZ,Expenditure on defense,1.3726,1.3113,1.4227,1.5346,1.6248
KZ,Expenditure on economic affairs,1.6739,6.9005,2.1178,1.2988,1.9016
KZ,"Expenditure on economic, commercial, & labour affairs",6.2975,8.3415,4.4588,-2.2296,-2.7586
KZ,Expenditure on education,4.0094,3.281,3.2544,3.7049,4.8098
KZ,Expenditure on education not definable by level,0.0998,0.0706,0.0471,0.0576,0.1035
KZ,Expenditure on environment protection,0.1728,0.2398,0.2865,0.3174,0.4851
KZ,Expenditure on family & children,0.3407,0.4237,0.536,0.4643,0.7672
KZ,Expenditure on fire protection services,0.0169,0.0211,0.0235,0.0226,0.0214
KZ,Expenditure on foreign military aid,0.0,0.0,0.0,0.0,0.0
KZ,Expenditure on fuel & energy,0.3261,0.4328,0.3633,0.371,0.3751
KZ,Expenditure on general public services,1.6774,1.2227,1.3717,1.8741,2.0966
KZ,Expenditure on health,3.7754,2.5518,1.9578,1.951,2.8401
KZ,Expenditure on hospital services,2.186,1.6399,0.0453,0.0791,0.0662
KZ,Expenditure on housing,0.0051,0.0077,0.0142,0.0193,0.0224
KZ,Expenditure on housing & community amenities,1.4388,1.0313,1.2906,1.4423,2.4122
KZ,Expenditure on housing development,0.3277,0.2067,0.6596,0.8061,0.9998
KZ,Expenditure on law courts,0.1093,0.1015,0.0979,0.1112,0.1213
KZ,"Expenditure on medical products, appliances, & equip",0.2372,0.2685,0.0513,0.0398,0.0434
KZ,Expenditure on military defense,0.851,0.7389,0.7939,0.4481,0.4667
KZ,"Expenditure on mining, manufacturing, & construction",0.0155,0.8976,0.0905,0.2323,0.4849
KZ,Expenditure on old age,2.9369,3.0131,3.2011,3.2555,3.5385
KZ,Expenditure on outpatient services,0.31,0.2717,1.5598,1.5283,1.6676
KZ,Expenditure on police services,0.6869,0.6658,0.6615,0.6247,0.6558
KZ,Expenditure on pollution abatement,0.0063,0.1826,0.1748,0.1533,0.2759
KZ,Expenditure on post-secondary non-tertiary education,0.2933,0.2263,0.214,0.1983,0.2264
KZ,Expenditure on pre-primary & primary education,0.7016,0.4418,0.4461,0.4683,0.5846
KZ,Expenditure on prisons,0.0767,0.0635,0.0556,0.0537,0.0581
KZ,Expenditure on public health services,1.0255,0.1937,0.0318,0.0498,0.0556
KZ,Expenditure on public order & safety,0.979,0.9864,0.9128,0.8732,0.9336
KZ,"Expenditure on recreation, culture, & religion",0.773,0.7665,0.7028,0.6356,0.7086
KZ,Expenditure on recreational & sporting services,0.4036,0.367,0.2299,0.2199,0.2085
KZ,Expenditure on religious & community services,0.0048,0.0094,0.0234,0.026,0.0233
KZ,Expenditure on secondary education,2.1574,1.836,1.9686,2.3279,3.168
KZ,Expenditure on sickness  & disability,0.9146,0.7262,0.7279,1.01,0.8573
KZ,Expenditure on social protection,4.5821,4.5859,4.8596,5.9085,6.4641
KZ,Expenditure on street lighting,0.0352,0.0379,0.0439,0.0358,0.0606
KZ,Expenditure on subsidiary services to education,0.0,0.1455,0.0932,0.0941,0.0793
KZ,Expenditure on survivors,0.1787,0.1787,0.1544,0.1438,0.1617
KZ,Expenditure on tertiary education,0.5858,0.4646,0.4146,0.3808,0.4417
KZ,Expenditure on transport,1.62,1.7018,1.4642,1.4779,1.6004
KZ,Expenditure on unemployment,0.0342,0.0859,0.1458,0.3374,0.4557
KZ,Expenditure on waste management,0.0555,0.0,0.0,0.0,0.0
KZ,Expenditure on waste water management,0.0094,0.0,0.0,0.0,0.0
KZ,Expenditure on water supply,0.3664,0.3011,0.3414,0.2972,0.4234
LT,Expenditure,34.2239,33.2124,33.9909,34.77,43.3521
LT,"Expenditure on agriculture, fishing, forestry, & hunting",0.7337,0.612,0.5204,0.4925,0.6362
LT,Expenditure on biodiversity & landscape protection,0.0207,0.0347,0.054,0.0478,0.0365
LT,Expenditure on broadcasting & publishing ,0.1142,0.1395,0.1189,0.1157,0.1247
LT,Expenditure on civil defense,0.0035,0.007,0.0059,0.0053,0.0253
LT,Expenditure on communication,0.039,0.0455,0.0424,0.0984,0.0988
LT,Expenditure on community development,0.2188,0.24,0.3156,0.3016,0.3552
LT,Expenditure on cultural services,0.679,0.6721,0.7038,0.7375,0.9208
LT,Expenditure on defense,1.4783,1.6243,1.72,1.6446,2.3134
LT,Expenditure on economic affairs,3.2573,3.021,2.966,2.9903,5.6625
LT,"Expenditure on economic, commercial, & labour affairs",0.3713,0.3916,0.4728,0.3504,2.624
LT,Expenditure on education,4.7786,4.5429,4.5287,4.6101,5.2134
LT,Expenditure on education not definable by level,0.376,0.3671,0.3647,0.3555,0.3859
LT,Expenditure on environment protection,0.5318,0.488,0.4903,0.5284,0.5435
LT,Expenditure on family & children,1.0101,1.061,1.4523,1.6977,2.1164
LT,Expenditure on fire protection services,0.2404,0.2302,0.2206,0.2246,0.2552
LT,Expenditure on foreign military aid,,0.0083,0.0123,0.0137,0.0112
LT,Expenditure on fuel & energy,0.238,0.2635,0.1961,0.189,0.2016
LT,Expenditure on general public services,4.309,3.7075,3.4505,3.4606,3.519
LT,Expenditure on health,4.7542,4.5797,4.783,5.0673,6.0138
LT,Expenditure on hospital services,2.1833,2.1036,2.1628,2.2636,2.5883
LT,Expenditure on housing,0.0508,0.0519,0.0691,0.0671,0.0698
LT,Expenditure on housing & community amenities,0.3661,0.4243,0.4968,0.4867,0.6437
LT,Expenditure on housing development,0.0299,0.0571,0.0402,0.0384,0.1143
LT,Expenditure on law courts,0.2721,0.2611,0.2566,0.2583,0.2707
LT,"Expenditure on medical products, appliances, & equip",0.7793,0.7419,0.7323,0.855,0.8973
LT,Expenditure on military defense,1.2003,1.3219,1.3969,1.3392,1.9524
LT,"Expenditure on mining, manufacturing, & construction",0.024,0.0256,0.0257,0.0249,0.0337
LT,Expenditure on old age,5.9457,5.8671,6.1378,6.24,6.8203
LT,Expenditure on outpatient services,1.5432,1.4548,1.518,1.5886,1.8682
LT,Expenditure on police services,0.5341,0.5142,0.4919,0.4734,0.5192
LT,Expenditure on pollution abatement,0.0202,0.1323,0.1062,0.1122,0.1384
LT,Expenditure on post-secondary non-tertiary education,0.2682,0.2525,0.2329,0.2234,0.2393
LT,Expenditure on pre-primary & primary education,0.9204,0.9014,0.9057,0.9526,1.0528
LT,Expenditure on prisons,0.1745,0.1716,0.1463,0.1444,0.2051
LT,Expenditure on public health services,0.0573,0.0559,0.0593,0.0836,0.1887
LT,Expenditure on public order & safety,1.4658,1.4698,1.3704,1.3923,1.5398
LT,"Expenditure on recreation, culture, & religion",1.0211,1.0735,1.099,1.1695,1.4345
LT,Expenditure on recreational & sporting services,0.1824,0.2079,0.2179,0.2513,0.3183
LT,Expenditure on religious & community services,0.0216,0.0205,0.0223,0.024,0.0296
LT,Expenditure on secondary education,1.8259,1.723,1.7025,1.7578,1.9744
LT,Expenditure on sickness  & disability,4.0452,4.0248,4.0498,3.8966,4.7691
